frame_id,character,source_bbox_xyxy,visible_pixel_bbox_xyxy,detected_row,horizontal_order,tentative_pose_label,tentative_sequence,confidence,notes,candidate_file,component_count,detached_component_count
L-R10-C12,loko,"[747, 607, 797, 658]","[749, 609, 795, 656]",10,12,food/drink activity continuation,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L126_row10_slot12.png,1,0
L-R11-C01,loko,"[5, 665, 62, 725]","[7, 667, 60, 723]",11,1,music/dance and object poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L127_row11_slot01.png,2,1
L-R11-C02,loko,"[68, 664, 130, 729]","[70, 666, 128, 727]",11,2,music/dance and object poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L128_row11_slot02.png,2,1
L-R11-C03,loko,"[132, 662, 192, 730]","[134, 664, 190, 728]",11,3,music/dance and object poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L129_row11_slot03.png,2,1
L-R11-C04,loko,"[197, 662, 254, 729]","[199, 664, 252, 727]",11,4,music/dance and object poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L130_row11_slot04.png,2,1
L-R11-C05,loko,"[257, 675, 307, 730]","[259, 677, 305, 728]",11,5,music/dance and object poses,music_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L131_row11_slot05.png,1,0
L-R11-C06,loko,"[312, 662, 378, 731]","[314, 664, 376, 729]",11,6,music/dance and object poses,music_activity,medium,Composite includes 2 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L132_row11_slot06.png,3,2
L-R11-C07,loko,"[380, 664, 452, 731]","[382, 666, 450, 729]",11,7,music/dance and object poses,music_activity,medium,Composite includes 2 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L133_row11_slot07.png,3,2
L-R11-C08,loko,"[462, 666, 506, 729]","[464, 668, 504, 727]",11,8,music/dance and object poses,music_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L134_row11_slot08.png,1,0
L-R11-C09,loko,"[513, 664, 564, 729]","[515, 666, 562, 727]",11,9,music/dance and object poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L135_row11_slot09.png,2,1
L-R11-C10,loko,"[569, 670, 632, 731]","[571, 672, 630, 729]",11,10,music/dance and object poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L136_row11_slot10.png,2,1
L-R11-C11,loko,"[631, 665, 680, 731]","[633, 667, 678, 729]",11,11,music/dance and object poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L137_row11_slot11.png,2,1
L-R11-C12,loko,"[687, 670, 736, 732]","[689, 672, 734, 730]",11,12,music/dance and object poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L138_row11_slot12.png,2,1
L-R11-C13,loko,"[749, 681, 794, 731]","[751, 683, 792, 729]",11,13,music/dance and object poses,music_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L139_row11_slot13.png,1,0
L-R11-C14,loko,"[800, 678, 856, 731]","[802, 680, 854, 729]",11,14,music/dance and object poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L140_row11_slot14.png,2,1
L-R12-C01,loko,"[5, 743, 58, 794]","[7, 745, 56, 792]",12,1,laptop poses,laptop_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L141_row12_slot01.png,1,0
L-R12-C02,loko,"[67, 746, 122, 796]","[69, 748, 120, 794]",12,2,laptop poses,laptop_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L142_row12_slot02.png,1,0
L-R12-C03,loko,"[133, 746, 189, 796]","[135, 748, 187, 794]",12,3,laptop poses,laptop_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L143_row12_slot03.png,1,0
L-R12-C04,loko,"[199, 747, 255, 796]","[201, 749, 253, 794]",12,4,laptop poses,laptop_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L144_row12_slot04.png,1,0
L-R12-C05,loko,"[262, 746, 319, 796]","[264, 748, 317, 794]",12,5,laptop poses,laptop_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L145_row12_slot05.png,1,0
L-R12-C06,loko,"[326, 748, 383, 797]","[328, 750, 381, 795]",12,6,laptop poses,laptop_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L146_row12_slot06.png,1,0
L-R12-C07,loko,"[391, 747, 436, 796]","[393, 749, 434, 794]",12,7,laptop poses,laptop_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L147_row12_slot07.png,1,0
L-R12-C08,loko,"[455, 747, 509, 796]","[457, 749, 507, 794]",12,8,laptop poses,laptop_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L148_row12_slot08.png,1,0
L-R12-C09,loko,"[514, 748, 568, 797]","[516, 750, 566, 795]",12,9,laptop poses,laptop_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L149_row12_slot09.png,1,0
L-R12-C10,loko,"[572, 749, 628, 797]","[574, 751, 626, 795]",12,10,laptop poses,laptop_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L150_row12_slot10.png,1,0
L-R12-C11,loko,"[634, 750, 690, 798]","[636, 752, 688, 796]",12,11,laptop poses,laptop_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L151_row12_slot11.png,1,0
L-R12-C12,loko,"[696, 749, 749, 798]","[698, 751, 747, 796]",12,12,laptop poses,laptop_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L152_row12_slot12.png,1,0
L-R12-C13,loko,"[753, 749, 806, 797]","[755, 751, 804, 795]",12,13,laptop poses,laptop_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L153_row12_slot13.png,1,0
L-R12-C14,loko,"[811, 749, 856, 797]","[813, 751, 854, 795]",12,14,laptop poses,laptop_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L154_row12_slot14.png,1,0
L-R13-C01,loko,"[5, 812, 53, 864]","[7, 814, 51, 862]",13,1,reading/food activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L155_row13_slot01.png,1,0
L-R13-C02,loko,"[65, 812, 113, 864]","[67, 814, 111, 862]",13,2,reading/food activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L156_row13_slot02.png,1,0
L-R13-C03,loko,"[125, 812, 172, 864]","[127, 814, 170, 862]",13,3,reading/food activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L157_row13_slot03.png,1,0
L-R13-C04,loko,"[187, 812, 234, 865]","[189, 814, 232, 863]",13,4,reading/food activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L158_row13_slot04.png,1,0
L-R13-C05,loko,"[247, 813, 300, 864]","[249, 815, 298, 862]",13,5,reading/food activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L159_row13_slot05.png,1,0
L-R13-C06,loko,"[311, 814, 359, 865]","[313, 816, 357, 863]",13,6,reading/food activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L160_row13_slot06.png,1,0
L-R13-C07,loko,"[377, 812, 430, 865]","[379, 814, 428, 863]",13,7,reading/food activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L161_row13_slot07.png,1,0
L-R13-C08,loko,"[439, 810, 493, 867]","[441, 812, 491, 865]",13,8,reading/food activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L162_row13_slot08.png,1,0
L-R13-C09,loko,"[506, 813, 564, 866]","[508, 815, 562, 864]",13,9,reading/food activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L163_row13_slot09.png,1,0
L-R13-C10,loko,"[576, 816, 633, 866]","[578, 818, 631, 864]",13,10,reading/food activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L164_row13_slot10.png,1,0
L-R13-C11,loko,"[649, 813, 713, 867]","[651, 815, 711, 865]",13,11,reading/food activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L165_row13_slot11.png,1,0
L-R13-C12,loko,"[731, 815, 787, 866]","[733, 817, 785, 864]",13,12,reading/food activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L166_row13_slot12.png,1,0
L-R13-C13,loko,"[802, 812, 854, 865]","[804, 814, 852, 863]",13,13,reading/food activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L167_row13_slot13.png,1,0
L-R14-C01,loko,"[7, 880, 52, 930]","[9, 882, 50, 928]",14,1,idle/sitting reaction poses,idle_emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L168_row14_slot01.png,1,0
L-R14-C02,loko,"[65, 880, 109, 930]","[67, 882, 107, 928]",14,2,idle/sitting reaction poses,idle_emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L169_row14_slot02.png,1,0
L-R14-C03,loko,"[128, 880, 173, 930]","[130, 882, 171, 928]",14,3,idle/sitting reaction poses,idle_emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L170_row14_slot03.png,1,0
L-R14-C04,loko,"[189, 880, 235, 930]","[191, 882, 233, 928]",14,4,idle/sitting reaction poses,idle_emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L171_row14_slot04.png,1,0
L-R14-C05,loko,"[251, 883, 296, 930]","[253, 885, 294, 928]",14,5,idle/sitting reaction poses,idle_emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L172_row14_slot05.png,1,0
L-R14-C06,loko,"[311, 883, 356, 931]","[313, 885, 354, 929]",14,6,idle/sitting reaction poses,idle_emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L173_row14_slot06.png,1,0
L-R14-C07,loko,"[370, 883, 415, 931]","[372, 885, 413, 929]",14,7,idle/sitting reaction poses,idle_emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L174_row14_slot07.png,1,0
L-R14-C08,loko,"[428, 884, 474, 930]","[430, 886, 472, 928]",14,8,idle/sitting reaction poses,idle_emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L175_row14_slot08.png,1,0
L-R14-C09,loko,"[488, 885, 532, 930]","[490, 887, 530, 928]",14,9,idle/sitting reaction poses,idle_emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L176_row14_slot09.png,1,0
L-R14-C10,loko,"[545, 885, 593, 930]","[547, 887, 591, 928]",14,10,idle/sitting reaction poses,idle_emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L177_row14_slot10.png,1,0
L-R14-C11,loko,"[610, 885, 658, 931]","[612, 887, 656, 929]",14,11,idle/sitting reaction poses,idle_emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L178_row14_slot11.png,1,0
L-R14-C12,loko,"[671, 885, 719, 931]","[673, 887, 717, 929]",14,12,idle/sitting reaction poses,idle_emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L179_row14_slot12.png,1,0
L-R15-C01,loko,"[4, 951, 57, 1001]","[6, 953, 55, 999]",15,1,peeking/furniture interaction poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L180_row15_slot01.png,1,0
L-R15-C02,loko,"[63, 952, 117, 1001]","[65, 954, 115, 999]",15,2,peeking/furniture interaction poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L181_row15_slot02.png,1,0
L-R15-C03,loko,"[123, 952, 178, 997]","[125, 954, 176, 995]",15,3,peeking/furniture interaction poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L182_row15_slot03.png,1,0
L-R15-C04,loko,"[183, 952, 236, 997]","[185, 954, 234, 995]",15,4,peeking/furniture interaction poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L183_row15_slot04.png,1,0
L-R15-C05,loko,"[241, 952, 294, 997]","[243, 954, 292, 995]",15,5,peeking/furniture interaction poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L184_row15_slot05.png,1,0
L-R15-C06,loko,"[298, 951, 353, 996]","[300, 953, 351, 994]",15,6,peeking/furniture interaction poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L185_row15_slot06.png,1,0
L-R15-C07,loko,"[357, 951, 415, 996]","[359, 953, 413, 994]",15,7,peeking/furniture interaction poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L186_row15_slot07.png,1,0
L-R15-C08,loko,"[421, 951, 468, 996]","[423, 953, 466, 994]",15,8,peeking/furniture interaction poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L187_row15_slot08.png,1,0
L-R15-C09,loko,"[471, 951, 521, 995]","[473, 953, 519, 993]",15,9,peeking/furniture interaction poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L188_row15_slot09.png,1,0
L-R15-C10,loko,"[523, 952, 572, 995]","[525, 954, 570, 993]",15,10,peeking/furniture interaction poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L189_row15_slot10.png,1,0
L-R15-C11,loko,"[575, 951, 628, 1007]","[577, 953, 626, 1005]",15,11,peeking/furniture interaction poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L190_row15_slot11.png,1,0
L-R15-C12,loko,"[631, 952, 688, 995]","[633, 954, 686, 993]",15,12,peeking/furniture interaction poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L191_row15_slot12.png,1,0
L-R15-C13,loko,"[691, 951, 750, 994]","[693, 953, 748, 992]",15,13,peeking/furniture interaction poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L192_row15_slot13.png,1,0
L-R15-C14,loko,"[754, 952, 811, 992]","[756, 954, 809, 990]",15,14,peeking/furniture interaction poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L193_row15_slot14.png,1,0
L-R16-C01,loko,"[4, 1021, 61, 1063]","[6, 1023, 59, 1061]",16,1,peeking/furniture interaction continuation,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L194_row16_slot01.png,1,0
L-R16-C02,loko,"[67, 1021, 121, 1063]","[69, 1023, 119, 1061]",16,2,peeking/furniture interaction continuation,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L195_row16_slot02.png,1,0
L-R16-C03,loko,"[127, 1021, 178, 1064]","[129, 1023, 176, 1062]",16,3,peeking/furniture interaction continuation,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L196_row16_slot03.png,1,0
L-R16-C04,loko,"[182, 1020, 236, 1064]","[184, 1022, 234, 1062]",16,4,peeking/furniture interaction continuation,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L197_row16_slot04.png,1,0
L-R16-C05,loko,"[242, 1018, 294, 1064]","[244, 1020, 292, 1062]",16,5,peeking/furniture interaction continuation,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L198_row16_slot05.png,1,0
L-R16-C06,loko,"[301, 1020, 350, 1066]","[303, 1022, 348, 1064]",16,6,peeking/furniture interaction continuation,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L199_row16_slot06.png,1,0
L-R16-C07,loko,"[355, 1022, 407, 1065]","[357, 1024, 405, 1063]",16,7,peeking/furniture interaction continuation,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L200_row16_slot07.png,1,0
L-R16-C08,loko,"[413, 1023, 465, 1066]","[415, 1025, 463, 1064]",16,8,peeking/furniture interaction continuation,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L201_row16_slot08.png,1,0
L-R16-C09,loko,"[470, 1023, 525, 1066]","[472, 1025, 523, 1064]",16,9,peeking/furniture interaction continuation,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L202_row16_slot09.png,1,0
L-R16-C10,loko,"[531, 1024, 579, 1070]","[533, 1026, 577, 1068]",16,10,peeking/furniture interaction continuation,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L203_row16_slot10.png,1,0
L-R16-C11,loko,"[589, 1024, 635, 1073]","[591, 1026, 633, 1071]",16,11,peeking/furniture interaction continuation,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L204_row16_slot11.png,1,0
L-R16-C12,loko,"[648, 1025, 693, 1073]","[650, 1027, 691, 1071]",16,12,peeking/furniture interaction continuation,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L205_row16_slot12.png,1,0
L-R17-C01,loko,"[8, 1078, 54, 1128]","[10, 1080, 52, 1126]",17,1,sleep transition poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L206_row17_slot01.png,1,0
L-R17-C02,loko,"[72, 1078, 118, 1128]","[74, 1080, 116, 1126]",17,2,sleep transition poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L207_row17_slot02.png,1,0
L-R17-C03,loko,"[134, 1085, 181, 1128]","[136, 1087, 179, 1126]",17,3,sleep transition poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L208_row17_slot03.png,1,0
L-R17-C04,loko,"[200, 1087, 255, 1128]","[202, 1089, 253, 1126]",17,4,sleep transition poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L209_row17_slot04.png,1,0
L-R17-C05,loko,"[269, 1083, 329, 1128]","[271, 1085, 327, 1126]",17,5,sleep transition poses,sleeping,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L210_row17_slot05.png,2,1
L-R17-C06,loko,"[339, 1080, 396, 1128]","[341, 1082, 394, 1126]",17,6,sleep transition poses,sleeping,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L211_row17_slot06.png,2,1
L-R17-C07,loko,"[406, 1090, 462, 1128]","[408, 1092, 460, 1126]",17,7,sleep transition poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L212_row17_slot07.png,1,0
L-R17-C08,loko,"[475, 1091, 526, 1128]","[477, 1093, 524, 1126]",17,8,sleep transition poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L213_row17_slot08.png,1,0
L-R17-C09,loko,"[541, 1093, 590, 1128]","[543, 1095, 588, 1126]",17,9,sleep transition poses,sleeping,medium,Manual visual review recommended.,characters/loko/detection_candidates/L214_row17_slot09.png,1,0
