frame_id,character,contact_sheet_index,category,pose_label,tentative_sequence,temporal_continuity,confidence,is_sequence_claim,source_bbox_xyxy,visible_pixel_bbox_xyxy,detected_row,horizontal_order,notes
P-R12-C04,poko,139,ACTIVITIES,laptop_reading,laptop_and_reading,uncertain_sequence,high,False,"[209, 788, 254, 839]","[211, 790, 252, 837]",12,4,Laptop frames followed by book-reading frames; two activity families.
P-R12-C05,poko,140,ACTIVITIES,laptop_reading,laptop_and_reading,uncertain_sequence,high,False,"[266, 788, 313, 839]","[268, 790, 311, 837]",12,5,Laptop frames followed by book-reading frames; two activity families.
P-R12-C06,poko,141,ACTIVITIES,laptop_reading,laptop_and_reading,uncertain_sequence,high,False,"[325, 788, 378, 839]","[327, 790, 376, 837]",12,6,Laptop frames followed by book-reading frames; two activity families.
P-R12-C07,poko,142,ACTIVITIES,laptop_reading,laptop_and_reading,uncertain_sequence,high,False,"[395, 788, 452, 839]","[397, 790, 450, 837]",12,7,Laptop frames followed by book-reading frames; two activity families.
P-R12-C08,poko,143,ACTIVITIES,laptop_reading,laptop_and_reading,uncertain_sequence,high,False,"[473, 788, 527, 839]","[475, 790, 525, 837]",12,8,Laptop frames followed by book-reading frames; two activity families.
P-R12-C09,poko,144,ACTIVITIES,laptop_reading,laptop_and_reading,uncertain_sequence,high,False,"[546, 789, 601, 839]","[548, 791, 599, 837]",12,9,Laptop frames followed by book-reading frames; two activity families.
P-R12-C10,poko,145,ACTIVITIES,laptop_reading,laptop_and_reading,uncertain_sequence,high,False,"[623, 792, 681, 841]","[625, 794, 679, 839]",12,10,Laptop frames followed by book-reading frames; two activity families.
P-R13-C01,poko,146,ACTIVITIES,playing_ball,playing_ball,plausible_sequence,high,True,"[9, 857, 81, 907]","[11, 859, 79, 905]",13,1,"Ball approach, push, roll, and celebratory poses."
P-R13-C02,poko,147,ACTIVITIES,playing_ball,playing_ball,plausible_sequence,high,True,"[81, 864, 132, 914]","[83, 866, 130, 912]",13,2,"Ball approach, push, roll, and celebratory poses."
P-R13-C03,poko,148,ACTIVITIES,playing_ball,playing_ball,plausible_sequence,high,True,"[140, 867, 215, 912]","[142, 869, 213, 910]",13,3,"Ball approach, push, roll, and celebratory poses."
P-R13-C04,poko,149,ACTIVITIES,playing_ball,playing_ball,plausible_sequence,high,True,"[219, 850, 269, 906]","[221, 852, 267, 904]",13,4,"Ball approach, push, roll, and celebratory poses."
P-R13-C05,poko,150,ACTIVITIES,playing_ball,playing_ball,plausible_sequence,high,True,"[279, 859, 326, 911]","[281, 861, 324, 909]",13,5,"Ball approach, push, roll, and celebratory poses."
P-R13-C06,poko,151,ACTIVITIES,playing_ball,playing_ball,plausible_sequence,high,True,"[333, 852, 404, 914]","[335, 854, 402, 912]",13,6,"Ball approach, push, roll, and celebratory poses."
P-R13-C07,poko,152,ACTIVITIES,playing_ball,playing_ball,plausible_sequence,high,True,"[425, 866, 481, 915]","[427, 868, 479, 913]",13,7,"Ball approach, push, roll, and celebratory poses."
P-R13-C08,poko,153,ACTIVITIES,playing_ball,playing_ball,plausible_sequence,high,True,"[507, 854, 570, 912]","[509, 856, 568, 910]",13,8,"Ball approach, push, roll, and celebratory poses."
P-R13-C09,poko,154,ACTIVITIES,playing_ball,playing_ball,plausible_sequence,high,True,"[575, 875, 629, 913]","[577, 877, 627, 911]",13,9,"Ball approach, push, roll, and celebratory poses."
P-R13-C10,poko,155,ACTIVITIES,playing_ball,playing_ball,plausible_sequence,high,True,"[656, 842, 723, 914]","[658, 844, 721, 912]",13,10,"Ball approach, push, roll, and celebratory poses."
P-R13-C11,poko,156,ACTIVITIES,playing_ball,playing_ball,plausible_sequence,high,True,"[731, 856, 792, 914]","[733, 858, 790, 912]",13,11,"Ball approach, push, roll, and celebratory poses."
P-R14-C01,poko,157,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[9, 926, 59, 974]","[11, 928, 57, 972]",14,1,"Body rises, leans, and peeks around edge/furniture."
P-R14-C02,poko,158,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[78, 927, 127, 974]","[80, 929, 125, 972]",14,2,"Body rises, leans, and peeks around edge/furniture."
P-R14-C03,poko,159,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[146, 926, 195, 974]","[148, 928, 193, 972]",14,3,"Body rises, leans, and peeks around edge/furniture."
P-R14-C04,poko,160,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[206, 927, 254, 973]","[208, 929, 252, 971]",14,4,"Body rises, leans, and peeks around edge/furniture."
P-R14-C05,poko,161,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[272, 927, 319, 973]","[274, 929, 317, 971]",14,5,"Body rises, leans, and peeks around edge/furniture."
P-R14-C06,poko,162,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[325, 932, 386, 986]","[327, 934, 384, 984]",14,6,"Body rises, leans, and peeks around edge/furniture."
P-R14-C07,poko,163,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[391, 930, 452, 985]","[393, 932, 450, 983]",14,7,"Body rises, leans, and peeks around edge/furniture."
P-R14-C08,poko,164,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[465, 928, 517, 990]","[467, 930, 515, 988]",14,8,"Body rises, leans, and peeks around edge/furniture."
P-R14-C09,poko,165,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[526, 925, 581, 989]","[528, 927, 579, 987]",14,9,"Body rises, leans, and peeks around edge/furniture."
P-R14-C10,poko,166,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[602, 924, 652, 989]","[604, 926, 650, 987]",14,10,"Body rises, leans, and peeks around edge/furniture."
P-R14-C11,poko,167,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[668, 934, 714, 990]","[670, 936, 712, 988]",14,11,"Body rises, leans, and peeks around edge/furniture."
P-R14-C12,poko,168,ACTIVITIES,peeking_over_edge,peeking,plausible_sequence,high,True,"[726, 931, 778, 987]","[728, 933, 776, 985]",14,12,"Body rises, leans, and peeks around edge/furniture."
P-R14-C13,poko,169,ACTIVITIES,furniture_interaction,furniture_activity,uncertain_sequence,medium,False,"[789, 934, 842, 990]","[791, 936, 840, 988]",14,13,Chair/table/ledge interactions; likely multiple short sequences.
P-R15-C01,poko,170,ACTIVITIES,furniture_interaction,furniture_activity,uncertain_sequence,medium,False,"[11, 996, 59, 1059]","[13, 998, 57, 1057]",15,1,Chair/table/ledge interactions; likely multiple short sequences.
P-R15-C02,poko,171,ACTIVITIES,furniture_interaction,furniture_activity,uncertain_sequence,medium,False,"[76, 998, 125, 1059]","[78, 1000, 123, 1057]",15,2,Chair/table/ledge interactions; likely multiple short sequences.
P-R15-C03,poko,172,ACTIVITIES,furniture_interaction,furniture_activity,uncertain_sequence,medium,False,"[139, 997, 187, 1058]","[141, 999, 185, 1056]",15,3,Chair/table/ledge interactions; likely multiple short sequences.
P-R15-C04,poko,173,ACTIVITIES,furniture_interaction,furniture_activity,uncertain_sequence,medium,False,"[204, 998, 247, 1054]","[206, 1000, 245, 1052]",15,4,Chair/table/ledge interactions; likely multiple short sequences.
P-R15-C05,poko,174,ACTIVITIES,furniture_interaction,furniture_activity,uncertain_sequence,medium,False,"[252, 1011, 298, 1061]","[254, 1013, 296, 1059]",15,5,Chair/table/ledge interactions; likely multiple short sequences.
P-R15-C06,poko,175,ACTIVITIES,furniture_interaction,furniture_activity,uncertain_sequence,medium,False,"[310, 1019, 364, 1061]","[312, 1021, 362, 1059]",15,6,Chair/table/ledge interactions; likely multiple short sequences.
P-R15-C07,poko,176,ACTIVITIES,furniture_interaction,furniture_activity,uncertain_sequence,medium,False,"[380, 1011, 427, 1057]","[382, 1013, 425, 1055]",15,7,Chair/table/ledge interactions; likely multiple short sequences.
P-R15-C08,poko,177,ACTIVITIES,furniture_interaction,furniture_activity,uncertain_sequence,medium,False,"[440, 1010, 488, 1060]","[442, 1012, 486, 1058]",15,8,Chair/table/ledge interactions; likely multiple short sequences.
P-R15-C09,poko,178,ACTIVITIES,furniture_interaction,furniture_activity,uncertain_sequence,medium,False,"[502, 1017, 557, 1061]","[504, 1019, 555, 1059]",15,9,Chair/table/ledge interactions; likely multiple short sequences.
P-R15-C10,poko,179,ACTIVITIES,furniture_interaction,furniture_activity,uncertain_sequence,medium,False,"[571, 1017, 626, 1060]","[573, 1019, 624, 1058]",15,10,Chair/table/ledge interactions; likely multiple short sequences.
P-R16-C01,poko,180,ACTIVITIES,furniture_interaction,furniture_activity,uncertain_sequence,medium,False,"[9, 1079, 57, 1130]","[11, 1081, 55, 1128]",16,1,Chair/table/ledge interactions; likely multiple short sequences.
P-R16-C02,poko,181,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,plausible_sequence,high,True,"[70, 1079, 119, 1130]","[72, 1081, 117, 1128]",16,2,Eyes close and body lowers toward sleep.
P-R16-C03,poko,182,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,plausible_sequence,high,True,"[130, 1079, 180, 1130]","[132, 1081, 178, 1128]",16,3,Eyes close and body lowers toward sleep.
P-R16-C04,poko,183,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,plausible_sequence,high,True,"[189, 1082, 234, 1128]","[191, 1084, 232, 1126]",16,4,Eyes close and body lowers toward sleep.
P-R16-C05,poko,184,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,plausible_sequence,high,True,"[245, 1072, 291, 1128]","[247, 1074, 289, 1126]",16,5,Eyes close and body lowers toward sleep.
P-R16-C06,poko,185,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,plausible_sequence,high,True,"[298, 1073, 352, 1128]","[300, 1075, 350, 1126]",16,6,Eyes close and body lowers toward sleep.
P-R16-C07,poko,186,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,plausible_sequence,high,True,"[364, 1085, 409, 1128]","[366, 1087, 407, 1126]",16,7,Eyes close and body lowers toward sleep.
P-R16-C08,poko,187,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,plausible_sequence,high,True,"[423, 1088, 474, 1128]","[425, 1090, 472, 1126]",16,8,Eyes close and body lowers toward sleep.
P-R16-C09,poko,188,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,plausible_sequence,high,True,"[493, 1091, 538, 1128]","[495, 1093, 536, 1126]",16,9,Eyes close and body lowers toward sleep.
P-R16-C10,poko,189,SLEEP,lying_sleep,sleep_loop,plausible_sequence,high,True,"[546, 1091, 606, 1127]","[548, 1093, 604, 1125]",16,10,Final lying sleep variants.
P-R16-C11,poko,190,SLEEP,lying_sleep,sleep_loop,plausible_sequence,high,True,"[618, 1092, 678, 1128]","[620, 1094, 676, 1126]",16,11,Final lying sleep variants.
P-R16-C12,poko,191,SLEEP,lying_sleep,sleep_loop,plausible_sequence,high,True,"[686, 1091, 746, 1127]","[688, 1093, 744, 1125]",16,12,Final lying sleep variants.
P-R16-C13,poko,192,SLEEP,lying_sleep,sleep_loop,plausible_sequence,high,True,"[759, 1092, 823, 1127]","[761, 1094, 821, 1125]",16,13,Final lying sleep variants.
L-R01-C01,loko,1,IDLE,front_idle_and_blink,idle_front,plausible_sequence,high,True,"[9, 11, 56, 61]","[11, 13, 54, 59]",1,1,Neutral front poses with subtle eye/ear changes.
L-R01-C02,loko,2,IDLE,front_idle_and_blink,idle_front,plausible_sequence,high,True,"[73, 11, 119, 61]","[75, 13, 117, 59]",1,2,Neutral front poses with subtle eye/ear changes.
L-R01-C03,loko,3,IDLE,front_idle_and_blink,idle_front,plausible_sequence,high,True,"[137, 10, 183, 61]","[139, 12, 181, 59]",1,3,Neutral front poses with subtle eye/ear changes.
L-R01-C04,loko,4,IDLE,front_idle_and_blink,idle_front,plausible_sequence,high,True,"[199, 10, 248, 61]","[201, 12, 246, 59]",1,4,Neutral front poses with subtle eye/ear changes.
L-R01-C05,loko,5,IDLE,front_idle_and_blink,idle_front,plausible_sequence,high,True,"[262, 10, 312, 61]","[264, 12, 310, 59]",1,5,Neutral front poses with subtle eye/ear changes.
L-R01-C06,loko,6,IDLE,front_idle_and_blink,idle_front,plausible_sequence,high,True,"[329, 10, 376, 61]","[331, 12, 374, 59]",1,6,Neutral front poses with subtle eye/ear changes.
L-R01-C07,loko,7,IDLE,front_idle_and_blink,idle_front,plausible_sequence,high,True,"[394, 10, 440, 61]","[396, 12, 438, 59]",1,7,Neutral front poses with subtle eye/ear changes.
L-R01-C08,loko,8,IDLE,front_idle_and_blink,idle_front,plausible_sequence,high,True,"[457, 11, 504, 61]","[459, 13, 502, 59]",1,8,Neutral front poses with subtle eye/ear changes.
L-R01-C09,loko,9,LOCOMOTION,side_walk_or_shuffle,locomotion_side,plausible_sequence,medium,True,"[520, 11, 567, 61]","[522, 13, 565, 59]",1,9,Side-oriented motion progression; exact cycle order requires QA.
L-R01-C10,loko,10,LOCOMOTION,side_walk_or_shuffle,locomotion_side,plausible_sequence,medium,True,"[582, 10, 630, 61]","[584, 12, 628, 59]",1,10,Side-oriented motion progression; exact cycle order requires QA.
L-R01-C11,loko,11,LOCOMOTION,side_walk_or_shuffle,locomotion_side,plausible_sequence,medium,True,"[646, 10, 692, 61]","[648, 12, 690, 59]",1,11,Side-oriented motion progression; exact cycle order requires QA.
L-R02-C01,loko,12,LOCOMOTION,side_walk_or_shuffle,locomotion_side,plausible_sequence,medium,True,"[8, 75, 55, 125]","[10, 77, 53, 123]",2,1,Side-oriented motion progression; exact cycle order requires QA.
L-R02-C02,loko,13,LOCOMOTION,side_walk_or_shuffle,locomotion_side,plausible_sequence,medium,True,"[72, 75, 119, 126]","[74, 77, 117, 124]",2,2,Side-oriented motion progression; exact cycle order requires QA.
L-R02-C03,loko,14,LOCOMOTION,side_walk_or_shuffle,locomotion_side,plausible_sequence,medium,True,"[135, 74, 185, 124]","[137, 76, 183, 122]",2,3,Side-oriented motion progression; exact cycle order requires QA.
L-R02-C04,loko,15,LOCOMOTION,side_walk_or_shuffle,locomotion_side,plausible_sequence,medium,True,"[201, 74, 252, 124]","[203, 76, 250, 122]",2,4,Side-oriented motion progression; exact cycle order requires QA.
L-R02-C05,loko,16,LOCOMOTION,side_walk_or_shuffle,locomotion_side,plausible_sequence,medium,True,"[272, 74, 325, 124]","[274, 76, 323, 122]",2,5,Side-oriented motion progression; exact cycle order requires QA.
L-R02-C06,loko,17,LOCOMOTION,side_walk_or_shuffle,locomotion_side,plausible_sequence,medium,True,"[344, 74, 396, 124]","[346, 76, 394, 122]",2,6,Side-oriented motion progression; exact cycle order requires QA.
L-R02-C07,loko,18,LOCOMOTION,side_walk_or_shuffle,locomotion_side,plausible_sequence,medium,True,"[413, 74, 465, 124]","[415, 76, 463, 122]",2,7,Side-oriented motion progression; exact cycle order requires QA.
L-R02-C08,loko,19,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,uncertain_sequence,medium,False,"[484, 74, 530, 124]","[486, 76, 528, 122]",2,8,Turning and body-lowering variants; may contain multiple transition branches.
L-R02-C09,loko,20,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,uncertain_sequence,medium,False,"[547, 74, 594, 124]","[549, 76, 592, 122]",2,9,Turning and body-lowering variants; may contain multiple transition branches.
L-R02-C10,loko,21,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,uncertain_sequence,medium,False,"[612, 74, 664, 123]","[614, 76, 662, 121]",2,10,Turning and body-lowering variants; may contain multiple transition branches.
L-R02-C11,loko,22,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,uncertain_sequence,medium,False,"[677, 75, 727, 123]","[679, 77, 725, 121]",2,11,Turning and body-lowering variants; may contain multiple transition branches.
L-R02-C12,loko,23,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,uncertain_sequence,medium,False,"[742, 76, 792, 123]","[744, 78, 790, 121]",2,12,Turning and body-lowering variants; may contain multiple transition branches.
L-R02-C13,loko,24,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,uncertain_sequence,medium,False,"[806, 75, 855, 125]","[808, 77, 853, 123]",2,13,Turning and body-lowering variants; may contain multiple transition branches.
L-R03-C01,loko,25,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,uncertain_sequence,medium,False,"[7, 137, 56, 185]","[9, 139, 54, 183]",3,1,Turning and body-lowering variants; may contain multiple transition branches.
L-R03-C02,loko,26,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,uncertain_sequence,medium,False,"[68, 135, 118, 186]","[70, 137, 116, 184]",3,2,Turning and body-lowering variants; may contain multiple transition branches.
L-R03-C03,loko,27,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,uncertain_sequence,medium,False,"[134, 136, 182, 186]","[136, 138, 180, 184]",3,3,Turning and body-lowering variants; may contain multiple transition branches.
L-R03-C04,loko,28,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,uncertain_sequence,medium,False,"[196, 135, 247, 186]","[198, 137, 245, 184]",3,4,Turning and body-lowering variants; may contain multiple transition branches.
L-R03-C05,loko,29,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,uncertain_sequence,medium,False,"[263, 135, 318, 186]","[265, 137, 316, 184]",3,5,Turning and body-lowering variants; may contain multiple transition branches.
L-R03-C06,loko,30,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,uncertain_sequence,medium,False,"[334, 135, 390, 184]","[336, 137, 388, 182]",3,6,Turning and body-lowering variants; may contain multiple transition branches.
L-R03-C07,loko,31,POSTURE_TRANSITIONS,turn_lower_sit,stand_to_sit,uncertain_sequence,medium,False,"[405, 136, 460, 184]","[407, 138, 458, 182]",3,7,Turning and body-lowering variants; may contain multiple transition branches.
L-R03-C08,loko,32,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[473, 136, 521, 186]","[475, 138, 519, 184]",3,8,Body progressively lowers and curls; likely several short paths.
L-R03-C09,loko,33,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[537, 136, 592, 183]","[539, 138, 590, 181]",3,9,Body progressively lowers and curls; likely several short paths.
L-R03-C10,loko,34,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[606, 142, 665, 185]","[608, 144, 663, 183]",3,10,Body progressively lowers and curls; likely several short paths.
L-R03-C11,loko,35,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[675, 145, 726, 185]","[677, 147, 724, 183]",3,11,Body progressively lowers and curls; likely several short paths.
L-R03-C12,loko,36,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[736, 145, 786, 185]","[738, 147, 784, 183]",3,12,Body progressively lowers and curls; likely several short paths.
L-R03-C13,loko,37,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[795, 142, 852, 184]","[797, 144, 850, 182]",3,13,Body progressively lowers and curls; likely several short paths.
L-R04-C01,loko,38,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[7, 202, 56, 252]","[9, 204, 54, 250]",4,1,Body progressively lowers and curls; likely several short paths.
L-R04-C02,loko,39,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[73, 202, 123, 252]","[75, 204, 121, 250]",4,2,Body progressively lowers and curls; likely several short paths.
L-R04-C03,loko,40,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[136, 203, 188, 252]","[138, 205, 186, 250]",4,3,Body progressively lowers and curls; likely several short paths.
L-R04-C04,loko,41,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[203, 203, 252, 253]","[205, 205, 250, 251]",4,4,Body progressively lowers and curls; likely several short paths.
L-R04-C05,loko,42,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[268, 202, 318, 252]","[270, 204, 316, 250]",4,5,Body progressively lowers and curls; likely several short paths.
L-R04-C06,loko,43,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[335, 202, 386, 253]","[337, 204, 384, 251]",4,6,Body progressively lowers and curls; likely several short paths.
L-R04-C07,loko,44,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[401, 202, 453, 253]","[403, 204, 451, 251]",4,7,Body progressively lowers and curls; likely several short paths.
L-R04-C08,loko,45,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[463, 205, 512, 252]","[465, 207, 510, 250]",4,8,Body progressively lowers and curls; likely several short paths.
L-R04-C09,loko,46,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[523, 214, 573, 253]","[525, 216, 571, 251]",4,9,Body progressively lowers and curls; likely several short paths.
L-R04-C10,loko,47,POSTURE_TRANSITIONS,lying_and_curling,sit_to_lie,uncertain_sequence,medium,False,"[583, 216, 633, 253]","[585, 218, 631, 251]",4,10,Body progressively lowers and curls; likely several short paths.
L-R04-C11,loko,48,SLEEP,sleeping_with_symbols,sleep_loop,plausible_sequence,high,True,"[650, 200, 712, 253]","[652, 202, 710, 251]",4,11,Sleep-symbol poses.
L-R04-C12,loko,49,SLEEP,sleeping_with_symbols,sleep_loop,plausible_sequence,high,True,"[729, 196, 790, 253]","[731, 198, 788, 251]",4,12,Sleep-symbol poses.
L-R04-C13,loko,50,SLEEP,sleeping_with_symbols,sleep_loop,plausible_sequence,high,True,"[803, 196, 853, 253]","[805, 198, 851, 251]",4,13,Sleep-symbol poses.
L-R05-C01,loko,51,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,uncertain_sequence,medium,False,"[10, 266, 58, 323]","[12, 268, 56, 321]",5,1,"Low-body to upright progression, but exact chronology is not fully certain."
L-R05-C02,loko,52,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,uncertain_sequence,medium,False,"[82, 275, 137, 324]","[84, 277, 135, 322]",5,2,"Low-body to upright progression, but exact chronology is not fully certain."
L-R05-C03,loko,53,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,uncertain_sequence,medium,False,"[162, 277, 220, 325]","[164, 279, 218, 323]",5,3,"Low-body to upright progression, but exact chronology is not fully certain."
L-R05-C04,loko,54,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,uncertain_sequence,medium,False,"[234, 282, 292, 324]","[236, 284, 290, 322]",5,4,"Low-body to upright progression, but exact chronology is not fully certain."
L-R05-C05,loko,55,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,uncertain_sequence,medium,False,"[302, 284, 358, 325]","[304, 286, 356, 323]",5,5,"Low-body to upright progression, but exact chronology is not fully certain."
L-R05-C06,loko,56,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,uncertain_sequence,medium,False,"[375, 282, 428, 324]","[377, 284, 426, 322]",5,6,"Low-body to upright progression, but exact chronology is not fully certain."
L-R05-C07,loko,57,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,uncertain_sequence,medium,False,"[443, 280, 496, 324]","[445, 282, 494, 322]",5,7,"Low-body to upright progression, but exact chronology is not fully certain."
L-R05-C08,loko,58,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,uncertain_sequence,medium,False,"[512, 281, 559, 324]","[514, 283, 557, 322]",5,8,"Low-body to upright progression, but exact chronology is not fully certain."
L-R05-C09,loko,59,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,uncertain_sequence,medium,False,"[581, 284, 640, 323]","[583, 286, 638, 321]",5,9,"Low-body to upright progression, but exact chronology is not fully certain."
L-R05-C10,loko,60,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,uncertain_sequence,medium,False,"[655, 281, 706, 323]","[657, 283, 704, 321]",5,10,"Low-body to upright progression, but exact chronology is not fully certain."
L-R05-C11,loko,61,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,uncertain_sequence,medium,False,"[725, 281, 777, 322]","[727, 283, 775, 320]",5,11,"Low-body to upright progression, but exact chronology is not fully certain."
L-R05-C12,loko,62,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,uncertain_sequence,medium,False,"[797, 280, 848, 322]","[799, 282, 846, 320]",5,12,"Low-body to upright progression, but exact chronology is not fully certain."
L-R06-C01,loko,63,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,uncertain_sequence,medium,False,"[9, 338, 54, 390]","[11, 340, 52, 388]",6,1,"Low-body to upright progression, but exact chronology is not fully certain."
L-R06-C02,loko,64,POSTURE_TRANSITIONS,wake_or_rise,wake_up_or_lie_to_sit,uncertain_sequence,medium,False,"[78, 338, 124, 390]","[80, 340, 122, 388]",6,2,"Low-body to upright progression, but exact chronology is not fully certain."
L-R06-C03,loko,65,EMOTIONS,love_happy,love_reaction,plausible_sequence,high,True,"[148, 338, 194, 390]","[150, 340, 192, 388]",6,3,Heart and pleased-eye reactions.
L-R06-C04,loko,66,EMOTIONS,love_happy,love_reaction,plausible_sequence,high,True,"[214, 338, 265, 389]","[216, 340, 263, 387]",6,4,Heart and pleased-eye reactions.
L-R06-C05,loko,67,EMOTIONS,love_happy,love_reaction,plausible_sequence,high,True,"[277, 339, 338, 389]","[279, 341, 336, 387]",6,5,Heart and pleased-eye reactions.
L-R06-C06,loko,68,EMOTIONS,love_happy,love_reaction,plausible_sequence,high,True,"[342, 341, 405, 389]","[344, 343, 403, 387]",6,6,Heart and pleased-eye reactions.
L-R06-C07,loko,69,EMOTIONS,love_happy,love_reaction,plausible_sequence,high,True,"[419, 341, 479, 389]","[421, 343, 477, 387]",6,7,Heart and pleased-eye reactions.
L-R06-C08,loko,70,EMOTIONS,love_happy,love_reaction,plausible_sequence,high,True,"[491, 342, 555, 389]","[493, 344, 553, 387]",6,8,Heart and pleased-eye reactions.
L-R06-C09,loko,71,EMOTIONS,love_happy,love_reaction,plausible_sequence,high,True,"[557, 343, 604, 390]","[559, 345, 602, 388]",6,9,Heart and pleased-eye reactions.
L-R06-C10,loko,72,EMOTIONS,love_happy,love_reaction,plausible_sequence,high,True,"[614, 342, 659, 389]","[616, 344, 657, 387]",6,10,Heart and pleased-eye reactions.
L-R06-C11,loko,73,EMOTIONS,annoyed_angry,annoyed_reaction,isolated_variants,medium,False,"[673, 342, 719, 389]","[675, 344, 717, 387]",6,11,Subtle annoyance and reaction symbols.
L-R06-C12,loko,74,EMOTIONS,annoyed_angry,annoyed_reaction,isolated_variants,medium,False,"[733, 342, 778, 390]","[735, 344, 776, 388]",6,12,Subtle annoyance and reaction symbols.
L-R06-C13,loko,75,EMOTIONS,annoyed_angry,annoyed_reaction,isolated_variants,medium,False,"[801, 338, 847, 389]","[803, 340, 845, 387]",6,13,Subtle annoyance and reaction symbols.
L-R07-C01,loko,76,EMOTIONS,annoyed_angry,annoyed_reaction,isolated_variants,medium,False,"[8, 406, 54, 454]","[10, 408, 52, 452]",7,1,Subtle annoyance and reaction symbols.
L-R07-C02,loko,77,EMOTIONS,annoyed_angry,annoyed_reaction,isolated_variants,medium,False,"[74, 407, 120, 454]","[76, 409, 118, 452]",7,2,Subtle annoyance and reaction symbols.
