character,sequence,category,frame_id,file,origin,body_center,ground,contact,interaction,prop,placement_offset,anchor_shift_due_to_canvas_extents,body_alignment_exact,would_have_clipped_before_safety_shift
loko,sleep_loop,sleeping,L-R04-C11,frame_000.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 98.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}","{""x"": 51.79, ""y"": 72.45, ""source_component_area"": 143, ""confidence"": ""heuristic""}","{""x"": 51.79, ""y"": 72.45, ""source_component_area"": 143, ""confidence"": ""heuristic""}","{""x"": 33, ""y"": 62}","{""x"": 0, ""y"": 0}",True,False
loko,sleep_loop,sleeping,L-R04-C12,frame_001.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 98.5}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}","{""x"": 63.54, ""y"": 65.33, ""source_component_area"": 104, ""confidence"": ""heuristic""}","{""x"": 63.54, ""y"": 65.33, ""source_component_area"": 104, ""confidence"": ""heuristic""}","{""x"": 34, ""y"": 58}","{""x"": 0, ""y"": 0}",True,False
loko,sleep_loop,sleeping,L-R04-C13,frame_002.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 98.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}","{""x"": 51.9, ""y"": 66.04, ""source_component_area"": 102, ""confidence"": ""heuristic""}","{""x"": 51.9, ""y"": 66.04, ""source_component_area"": 102, ""confidence"": ""heuristic""}","{""x"": 39, ""y"": 58}","{""x"": 0, ""y"": 0}",True,False
loko,sleep_transition,sleeping,L-R17-C04,frame_000.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 94.5}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 36, ""y"": 74}","{""x"": 0, ""y"": 0}",True,False
loko,sleep_transition,sleeping,L-R17-C05,frame_001.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 95.5}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}","{""x"": 88.62, ""y"": 77.2, ""source_component_area"": 92, ""confidence"": ""heuristic""}","{""x"": 88.62, ""y"": 77.2, ""source_component_area"": 92, ""confidence"": ""heuristic""}","{""x"": 36, ""y"": 70}","{""x"": 0, ""y"": 0}",True,False
loko,sleep_transition,sleeping,L-R17-C06,frame_002.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 96.0}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}","{""x"": 81.06, ""y"": 74.88, ""source_component_area"": 105, ""confidence"": ""heuristic""}","{""x"": 81.06, ""y"": 74.88, ""source_component_area"": 105, ""confidence"": ""heuristic""}","{""x"": 36, ""y"": 67}","{""x"": 0, ""y"": 0}",True,False
loko,sleep_transition,sleeping,L-R17-C07,frame_003.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 96.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 36, ""y"": 77}","{""x"": 0, ""y"": 0}",True,False
loko,sleep_transition,sleeping,L-R17-C08,frame_004.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 96.5}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 38, ""y"": 78}","{""x"": 0, ""y"": 0}",True,False
loko,sleep_transition,sleeping,L-R17-C09,frame_005.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 97.5}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 80}","{""x"": 0, ""y"": 0}",True,False
poko,drink,activities,P-R09-C07,frame_000.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 90.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 36, ""y"": 65}","{""x"": 0, ""y"": 0}",True,False
poko,drink,activities,P-R09-C08,frame_001.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 89.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 38, ""y"": 64}","{""x"": 0, ""y"": 0}",True,False
poko,drink,activities,P-R09-C09,frame_002.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 90.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 41, ""y"": 65}","{""x"": 0, ""y"": 0}",True,False
poko,drink,activities,P-R09-C10,frame_003.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 90.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 41, ""y"": 66}","{""x"": 0, ""y"": 0}",True,False
poko,drink,activities,P-R09-C11,frame_004.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 90.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 40, ""y"": 66}","{""x"": 0, ""y"": 0}",True,False
poko,drink,activities,P-R09-C12,frame_005.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 89.5}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 42, ""y"": 64}","{""x"": 0, ""y"": 0}",True,False
poko,drink,activities,P-R09-C13,frame_006.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 91.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 40, ""y"": 67}","{""x"": 0, ""y"": 0}",True,False
poko,drink,activities,P-R09-C14,frame_007.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 90.0}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 42, ""y"": 65}","{""x"": 0, ""y"": 0}",True,False
poko,eat,activities,P-R10-C01,frame_000.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 89.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 38, ""y"": 63}","{""x"": 0, ""y"": 0}",True,False
poko,eat,activities,P-R10-C02,frame_001.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 89.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 38, ""y"": 63}","{""x"": 0, ""y"": 0}",True,False
poko,eat,activities,P-R10-C03,frame_002.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 89.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 32, ""y"": 63}","{""x"": 0, ""y"": 0}",True,False
poko,eat,activities,P-R10-C04,frame_003.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 91.5}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 38, ""y"": 68}","{""x"": 0, ""y"": 0}",True,False
poko,eat,activities,P-R10-C05,frame_004.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 91.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 38, ""y"": 67}","{""x"": 0, ""y"": 0}",True,False
poko,eat,activities,P-R10-C06,frame_005.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 91.5}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 38, ""y"": 68}","{""x"": 0, ""y"": 0}",True,False
poko,eat,activities,P-R10-C07,frame_006.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 91.0}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 36, ""y"": 67}","{""x"": 0, ""y"": 0}",True,False
poko,eat,activities,P-R10-C08,frame_007.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 89.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 40, ""y"": 64}","{""x"": 0, ""y"": 0}",True,False
poko,eat,activities,P-R10-C09,frame_008.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 89.5}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 38, ""y"": 64}","{""x"": 0, ""y"": 0}",True,False
poko,eat,activities,P-R10-C10,frame_009.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 89.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 39, ""y"": 63}","{""x"": 0, ""y"": 0}",True,False
poko,eat,activities,P-R10-C11,frame_010.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 89.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 38, ""y"": 63}","{""x"": 0, ""y"": 0}",True,False
poko,idle_blink,idle,P-R01-C04,frame_000.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 88.5}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 62}","{""x"": 0, ""y"": 0}",True,False
poko,idle_blink,idle,P-R01-C05,frame_001.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 88.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 61}","{""x"": 0, ""y"": 0}",True,False
poko,idle_look_01,idle,P-R01-C06,frame_000.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 88.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 40, ""y"": 62}","{""x"": 0, ""y"": 0}",True,False
poko,idle_look_01,idle,P-R01-C07,frame_001.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 88.5}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 62}","{""x"": 0, ""y"": 0}",True,False
poko,locomotion_side,locomotion,P-R02-C02,frame_000.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 88.0}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 42, ""y"": 61}","{""x"": 0, ""y"": 0}",True,False
poko,locomotion_side,locomotion,P-R02-C03,frame_001.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 88.0}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 61}","{""x"": 0, ""y"": 0}",True,False
poko,locomotion_side,locomotion,P-R02-C04,frame_002.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 87.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 41, ""y"": 59}","{""x"": 0, ""y"": 0}",True,False
poko,locomotion_side,locomotion,P-R02-C05,frame_003.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 88.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 40, ""y"": 61}","{""x"": 0, ""y"": 0}",True,False
poko,locomotion_side,locomotion,P-R02-C06,frame_004.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 88.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 61}","{""x"": 0, ""y"": 0}",True,False
poko,locomotion_side,locomotion,P-R02-C07,frame_005.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 88.0}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 61}","{""x"": 0, ""y"": 0}",True,False
poko,locomotion_side,locomotion,P-R02-C08,frame_006.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 87.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 59}","{""x"": 0, ""y"": 0}",True,False
poko,locomotion_side,locomotion,P-R02-C09,frame_007.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 87.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 41, ""y"": 60}","{""x"": 0, ""y"": 0}",True,False
poko,locomotion_side,locomotion,P-R02-C10,frame_008.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 88.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 38, ""y"": 61}","{""x"": 0, ""y"": 0}",True,False
poko,music,activities,P-R11-C01,frame_000.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 88.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}","{""x"": 94.19, ""y"": 71.42, ""source_component_area"": 170, ""confidence"": ""heuristic""}","{""x"": 94.19, ""y"": 71.42, ""source_component_area"": 170, ""confidence"": ""heuristic""}","{""x"": 42, ""y"": 62}","{""x"": 0, ""y"": 0}",True,False
poko,music,activities,P-R11-C02,frame_001.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 89.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}","{""x"": 94.63, ""y"": 72.2, ""source_component_area"": 107, ""confidence"": ""heuristic""}","{""x"": 94.63, ""y"": 72.2, ""source_component_area"": 107, ""confidence"": ""heuristic""}","{""x"": 40, ""y"": 63}","{""x"": 0, ""y"": 0}",True,False
poko,music,activities,P-R11-C03,frame_002.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 88.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}","{""x"": 92.64, ""y"": 72.97, ""source_component_area"": 102, ""confidence"": ""heuristic""}","{""x"": 92.64, ""y"": 72.97, ""source_component_area"": 102, ""confidence"": ""heuristic""}","{""x"": 38, ""y"": 61}","{""x"": 0, ""y"": 0}",True,False
poko,music,activities,P-R11-C04,frame_003.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 88.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}","{""x"": 93.63, ""y"": 70.09, ""source_component_area"": 170, ""confidence"": ""heuristic""}","{""x"": 93.63, ""y"": 70.09, ""source_component_area"": 170, ""confidence"": ""heuristic""}","{""x"": 39, ""y"": 61}","{""x"": 0, ""y"": 0}",True,False
poko,music,activities,P-R11-C05,frame_004.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 87.5}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 60}","{""x"": 0, ""y"": 0}",True,False
poko,music,activities,P-R11-C06,frame_005.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 88.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}","{""x"": 91.83, ""y"": 71.02, ""source_component_area"": 98, ""confidence"": ""heuristic""}","{""x"": 91.83, ""y"": 71.02, ""source_component_area"": 98, ""confidence"": ""heuristic""}","{""x"": 41, ""y"": 61}","{""x"": 0, ""y"": 0}",True,False
poko,music,activities,P-R11-C07,frame_006.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 88.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}","{""x"": 90.49, ""y"": 72.26, ""source_component_area"": 101, ""confidence"": ""heuristic""}","{""x"": 90.49, ""y"": 72.26, ""source_component_area"": 101, ""confidence"": ""heuristic""}","{""x"": 41, ""y"": 62}","{""x"": 0, ""y"": 0}",True,False
poko,music,activities,P-R11-C08,frame_007.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 88.5}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 62}","{""x"": 0, ""y"": 0}",True,False
poko,music,activities,P-R11-C09,frame_008.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 88.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}","{""x"": 95.58, ""y"": 72.49, ""source_component_area"": 103, ""confidence"": ""heuristic""}","{""x"": 95.58, ""y"": 72.49, ""source_component_area"": 103, ""confidence"": ""heuristic""}","{""x"": 37, ""y"": 61}","{""x"": 0, ""y"": 0}",True,False
poko,music,activities,P-R11-C10,frame_009.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 89.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 63}","{""x"": 0, ""y"": 0}",True,False
poko,music,activities,P-R11-C11,frame_010.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 88.5}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}","{""x"": 95.33, ""y"": 67.14, ""source_component_area"": 156, ""confidence"": ""heuristic""}","{""x"": 95.33, ""y"": 67.14, ""source_component_area"": 156, ""confidence"": ""heuristic""}","{""x"": 40, ""y"": 58}","{""x"": 0, ""y"": 0}",True,False
poko,music,activities,P-R11-C12,frame_011.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 87.5}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 38, ""y"": 60}","{""x"": 0, ""y"": 0}",True,False
poko,peeking,activities,P-R14-C01,frame_000.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 91.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 39, ""y"": 67}","{""x"": 0, ""y"": 0}",True,False
poko,peeking,activities,P-R14-C02,frame_001.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 91.5}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 68}","{""x"": 0, ""y"": 0}",True,False
poko,peeking,activities,P-R14-C03,frame_002.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 91.0}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 67}","{""x"": 0, ""y"": 0}",True,False
poko,peeking,activities,P-R14-C04,frame_003.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 92.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 40, ""y"": 69}","{""x"": 0, ""y"": 0}",True,False
poko,peeking,activities,P-R14-C05,frame_004.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 92.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 69}","{""x"": 0, ""y"": 0}",True,False
poko,peeking,activities,P-R14-C06,frame_005.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 88.0}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 34, ""y"": 61}","{""x"": 0, ""y"": 0}",True,False
poko,peeking,activities,P-R14-C07,frame_006.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 87.5}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 34, ""y"": 60}","{""x"": 0, ""y"": 0}",True,False
poko,peeking,activities,P-R14-C08,frame_007.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 84.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 38, ""y"": 53}","{""x"": 0, ""y"": 0}",True,False
poko,peeking,activities,P-R14-C09,frame_008.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 83.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 36, ""y"": 51}","{""x"": 0, ""y"": 0}",True,False
poko,peeking,activities,P-R14-C10,frame_009.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 82.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 39, ""y"": 50}","{""x"": 0, ""y"": 0}",True,False
poko,peeking,activities,P-R14-C11,frame_010.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 87.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 41, ""y"": 59}","{""x"": 0, ""y"": 0}",True,False
poko,peeking,activities,P-R14-C12,frame_011.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 87.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 38, ""y"": 59}","{""x"": 0, ""y"": 0}",True,False
poko,playing_ball,activities,P-R13-C01,frame_000.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 90.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}","{""x"": 99.19, ""y"": 100.52, ""source_component_area"": 485, ""confidence"": ""heuristic""}","{""x"": 99.19, ""y"": 100.52, ""source_component_area"": 485, ""confidence"": ""heuristic""}","{""x"": 42, ""y"": 65}","{""x"": 0, ""y"": 0}",True,False
poko,playing_ball,activities,P-R13-C02,frame_001.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 90.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 38, ""y"": 65}","{""x"": 0, ""y"": 0}",True,False
poko,playing_ball,activities,P-R13-C03,frame_002.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 92.5}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 26, ""y"": 70}","{""x"": 0, ""y"": 0}",True,False
poko,playing_ball,activities,P-R13-C04,frame_003.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 87.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 39, ""y"": 59}","{""x"": 0, ""y"": 0}",True,False
poko,playing_ball,activities,P-R13-C05,frame_004.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 89.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 63}","{""x"": 0, ""y"": 0}",True,False
poko,playing_ball,activities,P-R13-C06,frame_005.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 84.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 28, ""y"": 53}","{""x"": 0, ""y"": 0}",True,False
poko,playing_ball,activities,P-R13-C07,frame_006.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 90.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 36, ""y"": 66}","{""x"": 0, ""y"": 0}",True,False
poko,playing_ball,activities,P-R13-C08,frame_007.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 86.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 32, ""y"": 57}","{""x"": 0, ""y"": 0}",True,False
poko,playing_ball,activities,P-R13-C09,frame_008.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 96.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 37, ""y"": 77}","{""x"": 0, ""y"": 0}",True,False
poko,playing_ball,activities,P-R13-C10,frame_009.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 84.5}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}","{""x"": 90.25, ""y"": 51.34, ""source_component_area"": 190, ""confidence"": ""heuristic""}","{""x"": 90.25, ""y"": 51.34, ""source_component_area"": 190, ""confidence"": ""heuristic""}","{""x"": 34, ""y"": 43}","{""x"": 0, ""y"": 0}",True,False
poko,playing_ball,activities,P-R13-C11,frame_010.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 86.0}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 34, ""y"": 57}","{""x"": 0, ""y"": 0}",True,False
poko,sad_to_crying,emotions,P-R07-C01,frame_000.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 90.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 42, ""y"": 65}","{""x"": 0, ""y"": 0}",True,False
poko,sad_to_crying,emotions,P-R07-C02,frame_001.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 90.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 42, ""y"": 65}","{""x"": 0, ""y"": 0}",True,False
poko,sad_to_crying,emotions,P-R07-C03,frame_002.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 89.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 42, ""y"": 64}","{""x"": 0, ""y"": 0}",True,False
poko,sad_to_crying,emotions,P-R07-C04,frame_003.png,"{""x"": 0, ""y"": 0}","{""x"": 64.5, ""y"": 90.0}","{""x"": 64.5, ""y"": 112}","{""x"": 64.5, ""y"": 112}",null,null,"{""x"": 42, ""y"": 65}","{""x"": 0, ""y"": 0}",True,False
poko,sad_to_crying,emotions,P-R07-C05,frame_004.png,"{""x"": 0, ""y"": 0}","{""x"": 63.5, ""y"": 90.0}","{""x"": 63.5, ""y"": 112}","{""x"": 63.5, ""y"": 112}",null,null,"{""x"": 40, ""y"": 65}","{""x"": 0, ""y"": 0}",True,False
poko,sad_to_crying,emotions,P-R07-C06,frame_005.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 90.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 42, ""y"": 65}","{""x"": 0, ""y"": 0}",True,False
poko,sad_to_crying,emotions,P-R07-C07,frame_006.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 90.0}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 38, ""y"": 65}","{""x"": 0, ""y"": 0}",True,False
poko,sad_to_crying,emotions,P-R07-C08,frame_007.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 89.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 40, ""y"": 64}","{""x"": 0, ""y"": 0}",True,False
poko,sleep_loop_01,sleeping,P-R04-C07,frame_000.png,"{""x"": 0, ""y"": 0}","{""x"": 64.0, ""y"": 96.5}","{""x"": 64.0, ""y"": 112}","{""x"": 64.0, ""y"": 112}",null,null,"{""x"": 32, ""y"": 78}","{""x"": 0, ""y"": 0}",True,False
