frame_id,character,category,pose_label,tentative_sequence,body_bbox_xyxy,body_width,body_height,body_area,height_ratio_to_canonical,width_ratio_to_canonical,uniform_scale_factor_applied,resampled,scale_review,scale_note,candidate_file
P-R09-C01,poko,EMOTIONS,tired_embarrassed_happy,mixed_reactions,"[2, 2, 45, 48]",43,46,1460,0.9787,1.0488,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/poko/detection_candidates/P099_row09_slot01.png
P-R09-C02,poko,EMOTIONS,tired_embarrassed_happy,mixed_reactions,"[2, 2, 51, 47]",49,45,1529,0.9574,1.1951,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/poko/detection_candidates/P100_row09_slot02.png
P-R09-C03,poko,EMOTIONS,tired_embarrassed_happy,mixed_reactions,"[2, 2, 50, 48]",48,46,1535,0.9787,1.1707,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/poko/detection_candidates/P101_row09_slot03.png
P-R09-C04,poko,EMOTIONS,tired_embarrassed_happy,mixed_reactions,"[2, 2, 44, 51]",42,49,1517,1.0426,1.0244,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/poko/detection_candidates/P102_row09_slot04.png
P-R09-C05,poko,EMOTIONS,tired_embarrassed_happy,mixed_reactions,"[2, 2, 44, 49]",42,47,1527,1.0,1.0244,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/poko/detection_candidates/P103_row09_slot05.png
P-R09-C06,poko,EMOTIONS,tired_embarrassed_happy,mixed_reactions,"[2, 2, 43, 49]",41,47,1492,1.0,1.0,1.0,False,within_canonical_band,Perceived body scale is consistent; no resampling required.,characters/poko/detection_candidates/P104_row09_slot06.png
P-R09-C07,poko,ACTIVITIES,drinking,drink,"[2, 2, 53, 48]",51,46,1576,0.9787,1.2439,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P105_row09_slot07.png
P-R09-C08,poko,ACTIVITIES,drinking,drink,"[2, 2, 50, 49]",48,47,1566,1.0,1.1707,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P106_row09_slot08.png
P-R09-C09,poko,ACTIVITIES,drinking,drink,"[2, 2, 44, 48]",42,46,1443,0.9787,1.0244,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P107_row09_slot09.png
P-R09-C10,poko,ACTIVITIES,drinking,drink,"[2, 2, 44, 47]",42,45,1436,0.9574,1.0244,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P108_row09_slot10.png
P-R09-C11,poko,ACTIVITIES,drinking,drink,"[2, 2, 46, 47]",44,45,1476,0.9574,1.0732,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P109_row09_slot11.png
P-R09-C12,poko,ACTIVITIES,drinking,drink,"[2, 2, 43, 49]",41,47,1479,1.0,1.0,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P110_row09_slot12.png
P-R09-C13,poko,ACTIVITIES,drinking,drink,"[2, 2, 46, 46]",44,44,1435,0.9362,1.0732,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P111_row09_slot13.png
P-R09-C14,poko,ACTIVITIES,drinking,drink,"[2, 2, 43, 48]",41,46,1469,0.9787,1.0,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P112_row09_slot14.png
P-R10-C01,poko,ACTIVITIES,eating,eat,"[2, 2, 50, 50]",48,48,1593,1.0213,1.1707,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P113_row10_slot01.png
P-R10-C02,poko,ACTIVITIES,eating,eat,"[2, 2, 49, 50]",47,48,1641,1.0213,1.1463,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P114_row10_slot02.png
P-R10-C03,poko,ACTIVITIES,eating,eat,"[2, 2, 62, 50]",60,48,1649,1.0213,1.4634,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P115_row10_slot03.png
P-R10-C04,poko,ACTIVITIES,eating,eat,"[2, 2, 49, 45]",47,43,1474,0.9149,1.1463,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P116_row10_slot04.png
P-R10-C05,poko,ACTIVITIES,eating,eat,"[2, 2, 49, 46]",47,44,1482,0.9362,1.1463,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P117_row10_slot05.png
P-R10-C06,poko,ACTIVITIES,eating,eat,"[2, 2, 49, 45]",47,43,1485,0.9149,1.1463,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P118_row10_slot06.png
P-R10-C07,poko,ACTIVITIES,eating,eat,"[2, 2, 55, 46]",53,44,1483,0.9362,1.2927,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P119_row10_slot07.png
P-R10-C08,poko,ACTIVITIES,eating,eat,"[2, 2, 46, 49]",44,47,1572,1.0,1.0732,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P120_row10_slot08.png
P-R10-C09,poko,ACTIVITIES,eating,eat,"[2, 2, 49, 49]",47,47,1602,1.0,1.1463,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P121_row10_slot09.png
P-R10-C10,poko,ACTIVITIES,eating,eat,"[2, 2, 48, 50]",46,48,1596,1.0213,1.122,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P122_row10_slot10.png
P-R10-C11,poko,ACTIVITIES,eating,eat,"[2, 2, 49, 50]",47,48,1578,1.0213,1.1463,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P123_row10_slot11.png
P-R11-C01,poko,ACTIVITIES,music_dance,music,"[2, 2, 42, 51]",40,49,1548,1.0426,0.9756,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P124_row11_slot01.png
P-R11-C02,poko,ACTIVITIES,music_dance,music,"[2, 2, 46, 50]",44,48,1536,1.0213,1.0732,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P125_row11_slot02.png
P-R11-C03,poko,ACTIVITIES,music_dance,music,"[2, 2, 49, 52]",47,50,1604,1.0638,1.1463,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P126_row11_slot03.png
P-R11-C04,poko,ACTIVITIES,music_dance,music,"[2, 2, 48, 52]",46,50,1623,1.0638,1.122,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P127_row11_slot04.png
P-R11-C05,poko,ACTIVITIES,music_dance,music,"[2, 2, 47, 53]",45,51,1631,1.0851,1.0976,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P128_row11_slot05.png
P-R11-C06,poko,ACTIVITIES,music_dance,music,"[2, 2, 44, 52]",42,50,1521,1.0638,1.0244,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P129_row11_slot06.png
P-R11-C07,poko,ACTIVITIES,music_dance,music,"[2, 2, 44, 51]",42,49,1522,1.0426,1.0244,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P130_row11_slot07.png
P-R11-C08,poko,ACTIVITIES,music_dance,music,"[2, 2, 47, 51]",45,49,1581,1.0426,1.0976,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P131_row11_slot08.png
P-R11-C09,poko,ACTIVITIES,music_dance,music,"[2, 2, 52, 52]",50,50,1628,1.0638,1.2195,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P132_row11_slot09.png
P-R11-C10,poko,ACTIVITIES,music_dance,music,"[2, 2, 45, 50]",43,48,1487,1.0213,1.0488,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P133_row11_slot10.png
P-R11-C11,poko,ACTIVITIES,music_dance,music,"[2, 6, 45, 55]",43,49,1476,1.0426,1.0488,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P134_row11_slot11.png
P-R11-C12,poko,ACTIVITIES,music_dance,music,"[2, 2, 51, 53]",49,51,1649,1.0851,1.1951,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P135_row11_slot12.png
P-R12-C01,poko,ACTIVITIES,laptop_reading,laptop_and_reading,"[2, 2, 52, 48]",50,46,1737,0.9787,1.2195,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P136_row12_slot01.png
P-R12-C02,poko,ACTIVITIES,laptop_reading,laptop_and_reading,"[2, 2, 50, 48]",48,46,1690,0.9787,1.1707,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P137_row12_slot02.png
P-R12-C03,poko,ACTIVITIES,laptop_reading,laptop_and_reading,"[2, 2, 47, 48]",45,46,1582,0.9787,1.0976,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P138_row12_slot03.png
P-R12-C04,poko,ACTIVITIES,laptop_reading,laptop_and_reading,"[2, 2, 43, 49]",41,47,1504,1.0,1.0,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P139_row12_slot04.png
P-R12-C05,poko,ACTIVITIES,laptop_reading,laptop_and_reading,"[2, 2, 45, 49]",43,47,1575,1.0,1.0488,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P140_row12_slot05.png
P-R12-C06,poko,ACTIVITIES,laptop_reading,laptop_and_reading,"[2, 2, 51, 49]",49,47,1675,1.0,1.1951,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P141_row12_slot06.png
P-R12-C07,poko,ACTIVITIES,laptop_reading,laptop_and_reading,"[2, 2, 55, 49]",53,47,1796,1.0,1.2927,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P142_row12_slot07.png
P-R12-C08,poko,ACTIVITIES,laptop_reading,laptop_and_reading,"[2, 2, 52, 49]",50,47,1690,1.0,1.2195,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P143_row12_slot08.png
P-R12-C09,poko,ACTIVITIES,laptop_reading,laptop_and_reading,"[2, 2, 53, 48]",51,46,1688,0.9787,1.2439,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P144_row12_slot09.png
P-R12-C10,poko,ACTIVITIES,laptop_reading,laptop_and_reading,"[2, 2, 56, 47]",54,45,1735,0.9574,1.3171,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P145_row12_slot10.png
P-R13-C01,poko,ACTIVITIES,playing_ball,playing_ball,"[2, 2, 41, 48]",39,46,1437,0.9787,0.9512,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P146_row13_slot01.png
P-R13-C02,poko,ACTIVITIES,playing_ball,playing_ball,"[2, 2, 49, 48]",47,46,1502,0.9787,1.1463,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P147_row13_slot02.png
P-R13-C03,poko,ACTIVITIES,playing_ball,playing_ball,"[2, 2, 73, 43]",71,41,1820,0.8723,1.7317,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P148_row13_slot03.png
P-R13-C04,poko,ACTIVITIES,playing_ball,playing_ball,"[2, 2, 48, 54]",46,52,1667,1.1064,1.122,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P149_row13_slot04.png
P-R13-C05,poko,ACTIVITIES,playing_ball,playing_ball,"[2, 2, 45, 50]",43,48,1475,1.0213,1.0488,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P150_row13_slot05.png
P-R13-C06,poko,ACTIVITIES,playing_ball,playing_ball,"[2, 2, 69, 60]",67,58,2022,1.234,1.6341,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P151_row13_slot06.png
P-R13-C07,poko,ACTIVITIES,playing_ball,playing_ball,"[2, 2, 54, 47]",52,45,1697,0.9574,1.2683,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P152_row13_slot07.png
P-R13-C08,poko,ACTIVITIES,playing_ball,playing_ball,"[2, 2, 61, 56]",59,54,2012,1.1489,1.439,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P153_row13_slot08.png
P-R13-C09,poko,ACTIVITIES,playing_ball,playing_ball,"[2, 2, 52, 36]",50,34,1206,0.7234,1.2195,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P154_row13_slot09.png
P-R13-C10,poko,ACTIVITIES,playing_ball,playing_ball,"[2, 13, 59, 70]",57,57,2011,1.2128,1.3902,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P155_row13_slot10.png
P-R13-C11,poko,ACTIVITIES,playing_ball,playing_ball,"[2, 2, 59, 56]",57,54,1978,1.1489,1.3902,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P156_row13_slot11.png
P-R14-C01,poko,ACTIVITIES,peeking_over_edge,peeking,"[2, 2, 48, 46]",46,44,1476,0.9362,1.122,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P157_row14_slot01.png
P-R14-C02,poko,ACTIVITIES,peeking_over_edge,peeking,"[2, 2, 47, 45]",45,43,1454,0.9149,1.0976,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P158_row14_slot02.png
P-R14-C03,poko,ACTIVITIES,peeking_over_edge,peeking,"[2, 2, 47, 46]",45,44,1440,0.9362,1.0976,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P159_row14_slot03.png
P-R14-C04,poko,ACTIVITIES,peeking_over_edge,peeking,"[2, 2, 46, 44]",44,42,1389,0.8936,1.0732,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P160_row14_slot04.png
P-R14-C05,poko,ACTIVITIES,peeking_over_edge,peeking,"[2, 2, 45, 44]",43,42,1366,0.8936,1.0488,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P161_row14_slot05.png
P-R14-C06,poko,ACTIVITIES,peeking_over_edge,peeking,"[2, 2, 59, 52]",57,50,1313,1.0638,1.3902,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P162_row14_slot06.png
P-R14-C07,poko,ACTIVITIES,peeking_over_edge,peeking,"[2, 2, 59, 53]",57,51,1403,1.0851,1.3902,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P163_row14_slot07.png
P-R14-C08,poko,ACTIVITIES,peeking_over_edge,peeking,"[2, 2, 50, 60]",48,58,1569,1.234,1.1707,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P164_row14_slot08.png
P-R14-C09,poko,ACTIVITIES,peeking_over_edge,peeking,"[2, 2, 53, 62]",51,60,1634,1.2766,1.2439,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P165_row14_slot09.png
P-R14-C10,poko,ACTIVITIES,peeking_over_edge,peeking,"[2, 2, 48, 63]",46,61,1573,1.2979,1.122,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P166_row14_slot10.png
P-R14-C11,poko,ACTIVITIES,peeking_over_edge,peeking,"[2, 2, 44, 54]",42,52,1293,1.1064,1.0244,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P167_row14_slot11.png
P-R14-C12,poko,ACTIVITIES,peeking_over_edge,peeking,"[2, 2, 50, 54]",48,52,1588,1.1064,1.1707,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P168_row14_slot12.png
P-R14-C13,poko,ACTIVITIES,furniture_interaction,furniture_activity,"[2, 2, 51, 54]",49,52,1532,1.1064,1.1951,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P169_row14_slot13.png
P-R15-C01,poko,ACTIVITIES,furniture_interaction,furniture_activity,"[2, 2, 46, 61]",44,59,1540,1.2553,1.0732,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P170_row15_slot01.png
P-R15-C02,poko,ACTIVITIES,furniture_interaction,furniture_activity,"[2, 2, 47, 59]",45,57,1452,1.2128,1.0976,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P171_row15_slot02.png
P-R15-C03,poko,ACTIVITIES,furniture_interaction,furniture_activity,"[2, 2, 46, 59]",44,57,1512,1.2128,1.0732,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P172_row15_slot03.png
P-R15-C04,poko,ACTIVITIES,furniture_interaction,furniture_activity,"[2, 2, 41, 54]",39,52,1435,1.1064,0.9512,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P173_row15_slot04.png
P-R15-C05,poko,ACTIVITIES,furniture_interaction,furniture_activity,"[2, 2, 44, 48]",42,46,1219,0.9787,1.0244,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P174_row15_slot05.png
P-R15-C06,poko,ACTIVITIES,furniture_interaction,furniture_activity,"[2, 2, 52, 40]",50,38,984,0.8085,1.2195,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P175_row15_slot06.png
P-R15-C07,poko,ACTIVITIES,furniture_interaction,furniture_activity,"[2, 2, 45, 44]",43,42,1193,0.8936,1.0488,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P176_row15_slot07.png
P-R15-C08,poko,ACTIVITIES,furniture_interaction,furniture_activity,"[2, 2, 46, 48]",44,46,1275,0.9787,1.0732,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P177_row15_slot08.png
P-R15-C09,poko,ACTIVITIES,furniture_interaction,furniture_activity,"[2, 2, 53, 42]",51,40,1052,0.8511,1.2439,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P178_row15_slot09.png
P-R15-C10,poko,ACTIVITIES,furniture_interaction,furniture_activity,"[2, 2, 53, 41]",51,39,1020,0.8298,1.2439,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P179_row15_slot10.png
P-R16-C01,poko,ACTIVITIES,furniture_interaction,furniture_activity,"[2, 2, 46, 49]",44,47,1560,1.0,1.0732,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P180_row16_slot01.png
P-R16-C02,poko,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,"[2, 2, 47, 49]",45,47,1588,1.0,1.0976,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P181_row16_slot02.png
P-R16-C03,poko,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,"[2, 2, 48, 49]",46,47,1572,1.0,1.122,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P182_row16_slot03.png
P-R16-C04,poko,POSTURE_TRANSITIONS,drowsy_to_sleep,sleep_transition,"[2, 2, 43, 44]",41,42,1383,0.8936,1.0,1.0,False,excluded_from_upright_scale_fit,"Posture/activity frame excluded from canonical upright fitting because lying, sitting, crouching, jumping, props, or furniture can legitimately alter visible dimensions.",characters/poko/detection_candidates/P183_row16_slot04.png
