frame_id,character,source_bbox_xyxy,visible_pixel_bbox_xyxy,detected_row,horizontal_order,tentative_pose_label,tentative_sequence,confidence,notes,candidate_file,component_count,detached_component_count
P-R11-C02,poko,"[76, 717, 139, 769]","[78, 719, 137, 767]",11,2,music/dance poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/poko/detection_candidates/P125_row11_slot02.png,2,1
P-R11-C03,poko,"[147, 715, 210, 769]","[149, 717, 208, 767]",11,3,music/dance poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/poko/detection_candidates/P126_row11_slot03.png,2,1
P-R11-C04,poko,"[217, 715, 281, 769]","[219, 717, 279, 767]",11,4,music/dance poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/poko/detection_candidates/P127_row11_slot04.png,2,1
P-R11-C05,poko,"[288, 715, 337, 770]","[290, 717, 335, 768]",11,5,music/dance poses,music_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P128_row11_slot05.png,1,0
P-R11-C06,poko,"[351, 717, 409, 771]","[353, 719, 407, 769]",11,6,music/dance poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/poko/detection_candidates/P129_row11_slot06.png,2,1
P-R11-C07,poko,"[420, 716, 478, 769]","[422, 718, 476, 767]",11,7,music/dance poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/poko/detection_candidates/P130_row11_slot07.png,2,1
P-R11-C08,poko,"[482, 717, 531, 770]","[484, 719, 529, 768]",11,8,music/dance poses,music_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P131_row11_slot08.png,1,0
P-R11-C09,poko,"[553, 716, 620, 770]","[555, 718, 618, 768]",11,9,music/dance poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/poko/detection_candidates/P132_row11_slot09.png,2,1
P-R11-C10,poko,"[627, 720, 674, 772]","[629, 722, 672, 770]",11,10,music/dance poses,music_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P133_row11_slot10.png,1,0
P-R11-C11,poko,"[701, 717, 765, 774]","[703, 719, 763, 772]",11,11,music/dance poses,music_activity,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/poko/detection_candidates/P134_row11_slot11.png,2,1
P-R11-C12,poko,"[781, 714, 834, 769]","[783, 716, 832, 767]",11,12,music/dance poses,music_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P135_row11_slot12.png,1,0
P-R12-C01,poko,"[9, 789, 63, 839]","[11, 791, 61, 837]",12,1,laptop/reading poses,desk_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P136_row12_slot01.png,1,0
P-R12-C02,poko,"[81, 789, 133, 839]","[83, 791, 131, 837]",12,2,laptop/reading poses,desk_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P137_row12_slot02.png,1,0
P-R12-C03,poko,"[146, 789, 195, 839]","[148, 791, 193, 837]",12,3,laptop/reading poses,desk_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P138_row12_slot03.png,1,0
P-R12-C04,poko,"[209, 788, 254, 839]","[211, 790, 252, 837]",12,4,laptop/reading poses,desk_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P139_row12_slot04.png,1,0
P-R12-C05,poko,"[266, 788, 313, 839]","[268, 790, 311, 837]",12,5,laptop/reading poses,desk_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P140_row12_slot05.png,1,0
P-R12-C06,poko,"[325, 788, 378, 839]","[327, 790, 376, 837]",12,6,laptop/reading poses,desk_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P141_row12_slot06.png,1,0
P-R12-C07,poko,"[395, 788, 452, 839]","[397, 790, 450, 837]",12,7,laptop/reading poses,desk_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P142_row12_slot07.png,1,0
P-R12-C08,poko,"[473, 788, 527, 839]","[475, 790, 525, 837]",12,8,laptop/reading poses,desk_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P143_row12_slot08.png,1,0
P-R12-C09,poko,"[546, 789, 601, 839]","[548, 791, 599, 837]",12,9,laptop/reading poses,desk_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P144_row12_slot09.png,1,0
P-R12-C10,poko,"[623, 792, 681, 841]","[625, 794, 679, 839]",12,10,laptop/reading poses,desk_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P145_row12_slot10.png,1,0
P-R13-C01,poko,"[9, 857, 81, 907]","[11, 859, 79, 905]",13,1,ball play poses,playing_ball,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/poko/detection_candidates/P146_row13_slot01.png,2,1
P-R13-C02,poko,"[81, 864, 132, 914]","[83, 866, 130, 912]",13,2,ball play poses,playing_ball,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P147_row13_slot02.png,1,0
P-R13-C03,poko,"[140, 867, 215, 912]","[142, 869, 213, 910]",13,3,ball play poses,playing_ball,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P148_row13_slot03.png,1,0
P-R13-C04,poko,"[219, 850, 269, 906]","[221, 852, 267, 904]",13,4,ball play poses,playing_ball,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P149_row13_slot04.png,1,0
P-R13-C05,poko,"[279, 859, 326, 911]","[281, 861, 324, 909]",13,5,ball play poses,playing_ball,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P150_row13_slot05.png,1,0
P-R13-C06,poko,"[333, 852, 404, 914]","[335, 854, 402, 912]",13,6,ball play poses,playing_ball,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P151_row13_slot06.png,1,0
P-R13-C07,poko,"[425, 866, 481, 915]","[427, 868, 479, 913]",13,7,ball play poses,playing_ball,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P152_row13_slot07.png,1,0
P-R13-C08,poko,"[507, 854, 570, 912]","[509, 856, 568, 910]",13,8,ball play poses,playing_ball,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P153_row13_slot08.png,1,0
P-R13-C09,poko,"[575, 875, 629, 913]","[577, 877, 627, 911]",13,9,ball play poses,playing_ball,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P154_row13_slot09.png,1,0
P-R13-C10,poko,"[656, 842, 723, 914]","[658, 844, 721, 912]",13,10,ball play poses,playing_ball,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/poko/detection_candidates/P155_row13_slot10.png,2,1
P-R13-C11,poko,"[731, 856, 792, 914]","[733, 858, 790, 912]",13,11,ball play poses,playing_ball,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P156_row13_slot11.png,1,0
P-R14-C01,poko,"[9, 926, 59, 974]","[11, 928, 57, 972]",14,1,peeking/climbing/edge poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P157_row14_slot01.png,1,0
P-R14-C02,poko,"[78, 927, 127, 974]","[80, 929, 125, 972]",14,2,peeking/climbing/edge poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P158_row14_slot02.png,1,0
P-R14-C03,poko,"[146, 926, 195, 974]","[148, 928, 193, 972]",14,3,peeking/climbing/edge poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P159_row14_slot03.png,1,0
P-R14-C04,poko,"[206, 927, 254, 973]","[208, 929, 252, 971]",14,4,peeking/climbing/edge poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P160_row14_slot04.png,1,0
P-R14-C05,poko,"[272, 927, 319, 973]","[274, 929, 317, 971]",14,5,peeking/climbing/edge poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P161_row14_slot05.png,1,0
P-R14-C06,poko,"[325, 932, 386, 986]","[327, 934, 384, 984]",14,6,peeking/climbing/edge poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P162_row14_slot06.png,1,0
P-R14-C07,poko,"[391, 930, 452, 985]","[393, 932, 450, 983]",14,7,peeking/climbing/edge poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P163_row14_slot07.png,1,0
P-R14-C08,poko,"[465, 928, 517, 990]","[467, 930, 515, 988]",14,8,peeking/climbing/edge poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P164_row14_slot08.png,1,0
P-R14-C09,poko,"[526, 925, 581, 989]","[528, 927, 579, 987]",14,9,peeking/climbing/edge poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P165_row14_slot09.png,1,0
P-R14-C10,poko,"[602, 924, 652, 989]","[604, 926, 650, 987]",14,10,peeking/climbing/edge poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P166_row14_slot10.png,1,0
P-R14-C11,poko,"[668, 934, 714, 990]","[670, 936, 712, 988]",14,11,peeking/climbing/edge poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P167_row14_slot11.png,1,0
P-R14-C12,poko,"[726, 931, 778, 987]","[728, 933, 776, 985]",14,12,peeking/climbing/edge poses,peeking,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/poko/detection_candidates/P168_row14_slot12.png,2,1
P-R14-C13,poko,"[789, 934, 842, 990]","[791, 936, 840, 988]",14,13,peeking/climbing/edge poses,peeking,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P169_row14_slot13.png,1,0
P-R15-C01,poko,"[11, 996, 59, 1059]","[13, 998, 57, 1057]",15,1,table/furniture interaction poses,furniture_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P170_row15_slot01.png,1,0
P-R15-C02,poko,"[76, 998, 125, 1059]","[78, 1000, 123, 1057]",15,2,table/furniture interaction poses,furniture_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P171_row15_slot02.png,1,0
P-R15-C03,poko,"[139, 997, 187, 1058]","[141, 999, 185, 1056]",15,3,table/furniture interaction poses,furniture_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P172_row15_slot03.png,1,0
P-R15-C04,poko,"[204, 998, 247, 1054]","[206, 1000, 245, 1052]",15,4,table/furniture interaction poses,furniture_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P173_row15_slot04.png,1,0
P-R15-C05,poko,"[252, 1011, 298, 1061]","[254, 1013, 296, 1059]",15,5,table/furniture interaction poses,furniture_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P174_row15_slot05.png,1,0
P-R15-C06,poko,"[310, 1019, 364, 1061]","[312, 1021, 362, 1059]",15,6,table/furniture interaction poses,furniture_activity,medium,Manual visual review recommended.,characters/poko/detection_candidates/P175_row15_slot06.png,1,0
P-R15-C07,poko,"[380, 1011, 427, 1057]","[382, 1013, 425, 1055]",15,7,table/furniture interaction poses,furniture_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P176_row15_slot07.png,1,0
P-R15-C08,poko,"[440, 1010, 488, 1060]","[442, 1012, 486, 1058]",15,8,table/furniture interaction poses,furniture_activity,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P177_row15_slot08.png,1,0
P-R15-C09,poko,"[502, 1017, 557, 1061]","[504, 1019, 555, 1059]",15,9,table/furniture interaction poses,furniture_activity,medium,Manual visual review recommended.,characters/poko/detection_candidates/P178_row15_slot09.png,1,0
P-R15-C10,poko,"[571, 1017, 626, 1060]","[573, 1019, 624, 1058]",15,10,table/furniture interaction poses,furniture_activity,medium,Manual visual review recommended.,characters/poko/detection_candidates/P179_row15_slot10.png,1,0
P-R16-C01,poko,"[9, 1079, 57, 1130]","[11, 1081, 55, 1128]",16,1,sleep transition/lying poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P180_row16_slot01.png,1,0
P-R16-C02,poko,"[70, 1079, 119, 1130]","[72, 1081, 117, 1128]",16,2,sleep transition/lying poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P181_row16_slot02.png,1,0
P-R16-C03,poko,"[130, 1079, 180, 1130]","[132, 1081, 178, 1128]",16,3,sleep transition/lying poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P182_row16_slot03.png,1,0
P-R16-C04,poko,"[189, 1082, 234, 1128]","[191, 1084, 232, 1126]",16,4,sleep transition/lying poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P183_row16_slot04.png,1,0
P-R16-C05,poko,"[245, 1072, 291, 1128]","[247, 1074, 289, 1126]",16,5,sleep transition/lying poses,sleeping,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/poko/detection_candidates/P184_row16_slot05.png,2,1
P-R16-C06,poko,"[298, 1073, 352, 1128]","[300, 1075, 350, 1126]",16,6,sleep transition/lying poses,sleeping,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/poko/detection_candidates/P185_row16_slot06.png,2,1
P-R16-C07,poko,"[364, 1085, 409, 1128]","[366, 1087, 407, 1126]",16,7,sleep transition/lying poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P186_row16_slot07.png,1,0
P-R16-C08,poko,"[423, 1088, 474, 1128]","[425, 1090, 472, 1126]",16,8,sleep transition/lying poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P187_row16_slot08.png,1,0
P-R16-C09,poko,"[493, 1091, 538, 1128]","[495, 1093, 536, 1126]",16,9,sleep transition/lying poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P188_row16_slot09.png,1,0
P-R16-C10,poko,"[546, 1091, 606, 1127]","[548, 1093, 604, 1125]",16,10,sleep transition/lying poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P189_row16_slot10.png,1,0
P-R16-C11,poko,"[618, 1092, 678, 1128]","[620, 1094, 676, 1126]",16,11,sleep transition/lying poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P190_row16_slot11.png,1,0
P-R16-C12,poko,"[686, 1091, 746, 1127]","[688, 1093, 744, 1125]",16,12,sleep transition/lying poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P191_row16_slot12.png,1,0
P-R16-C13,poko,"[759, 1092, 823, 1127]","[761, 1094, 821, 1125]",16,13,sleep transition/lying poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/poko/detection_candidates/P192_row16_slot13.png,1,0
